A1,01,0,47500,FALSE,0,AT
A1,02,0,44900,FALSE,0,AT
A1,03,0,43600,FALSE,1,AT
A1,04,0,42000,FALSE,0,AT
A1,05,0,41400,FALSE,0,AT
A1,06,0,41900,FALSE,0,AT
A1,07,0,41300,FALSE,0,AT
A1,08,0,40300,FALSE,0,AT
A1,09,0,40100,FALSE,0,AT
A1,10,0,39100,FALSE,0,AT
A1,11,0,40600,FALSE,0,AT
A1,12,0,40100,FALSE,0,AT
A1,13,0,40100,FALSE,0,AT
A1,14,0,39700,FALSE,0,AT
A1,15,0,40200,FALSE,0,AT
A1,16,0,39600,FALSE,0,AT
A2,01,0,37200,FALSE,0,AT
A2,02,0,37100,FALSE,0,AT
A2,03,0,36100,FALSE,0,AT
A2,04,0,37300,FALSE,0,AT
A2,05,0,37100,FALSE,0,AT
A2,06,0,37100,FALSE,0,AT
A2,07,0,36000,FALSE,0,AT
A2,08,0,36100,FALSE,0,AT
A2,09,0,36000,FALSE,0,AT
A2,10,0,36000,FALSE,0,AT
A2,11,0,36700,FALSE,0,AT
A2,12,0,36400,FALSE,0,AT
A2,13,0,36400,FALSE,0,AT
A2,14,0,36500,FALSE,0,AT
A2,15,0,37100,FALSE,0,AT
A2,16,0,36500,FALSE,0,AT
A3,01,0,38200,FALSE,0,AT
A3,02,0,38300,FALSE,0,AT
A3,03,0,38400,FALSE,0,AT
A3,04,0,37100,FALSE,0,AT
A3,05,0,37500,FALSE,0,AT
A3,06,0,37600,FALSE,0,AT
A3,07,0,37400,FALSE,0,AT
A3,08,0,37200,FALSE,0,AT
A3,09,0,36500,FALSE,0,AT
A3,10,0,37000,FALSE,0,AT
A3,11,0,37700,FALSE,0,AT
A3,12,0,37500,FALSE,0,AT
A3,13,0,37000,FALSE,0,AT
A3,14,0,37400,FALSE,0,AT
A3,15,0,38500,FALSE,0,AT
A3,16,0,37500,FALSE,0,AT
A4,01,0,38000,FALSE,0,AT
A4,02,0,37600,FALSE,1,AT
A4,03,0,36900,FALSE,0,AT
A4,04,0,36200,FALSE,0,AT
A4,05,0,37800,FALSE,0,AT
A4,06,0,36700,FALSE,0,AT
A4,07,0,36900,FALSE,2,AT
A4,08,0,37000,FALSE,0,AT
A4,09,0,36400,FALSE,0,AT
A4,10,0,36500,FALSE,0,AT
A4,11,0,37800,FALSE,0,AT
A4,12,0,37200,FALSE,0,AT
A4,13,0,36800,FALSE,0,AT
A4,14,0,36400,FALSE,0,AT
A4,15,0,36600,FALSE,0,AT
