A4,16,0,36200,FALSE,0,AT
A5,01,0,42600,FALSE,0,AT
A5,02,0,42200,FALSE,0,AT
A5,03,0,41300,FALSE,0,AT
A5,04,0,42500,FALSE,1,AT
A5,05,0,42000,FALSE,1,AT
A5,06,0,43000,FALSE,1,AT
A5,07,0,41300,FALSE,0,AT
A5,08,0,41100,FALSE,0,AT
A5,09,0,41200,FALSE,0,AT
A5,10,0,40600,FALSE,1,AT
A5,11,0,41400,FALSE,0,AT
A5,12,0,40800,FALSE,0,AT
A5,13,0,40100,FALSE,0,AT
A5,14,0,40100,FALSE,0,AT
A5,15,0,39900,FALSE,2,AT
A5,16,0,39700,FALSE,0,AT
B1,01,0,38200,FALSE,0,AT
B1,02,0,37100,FALSE,0,AT
B1,03,0,37700,FALSE,0,AT
B1,04,0,37200,FALSE,0,AT
B1,05,0,37000,FALSE,0,AT
B1,06,0,37000,FALSE,0,AT
B1,07,0,37200,FALSE,0,AT
B1,08,0,37300,FALSE,0,AT
B1,09,0,37700,FALSE,0,AT
B1,10,0,37000,FALSE,0,AT
B1,11,0,37000,FALSE,0,AT
B1,12,0,37100,FALSE,0,AT
B1,13,0,36300,FALSE,0,AT
B1,14,0,37100,FALSE,0,AT
B1,15,0,36000,FALSE,0,AT
B1,16,0,36300,FALSE,0,AT
B3,01,0,35400,FALSE,0,AT
B3,02,0,34800,FALSE,0,AT
B3,03,0,34700,FALSE,0,AT
B3,04,0,34600,FALSE,1,AT
B3,05,0,34200,FALSE,0,AT
B3,06,0,33800,FALSE,0,AT
B3,07,0,34100,FALSE,0,AT
B3,08,0,34400,FALSE,0,AT
B3,09,0,33800,FALSE,0,AT
B3,10,0,33200,FALSE,0,AT
B3,11,0,34600,FALSE,0,AT
B3,12,0,34300,FALSE,0,AT
B3,13,0,33400,FALSE,0,AT
B3,14,0,34000,FALSE,0,AT
B3,15,0,34200,FALSE,0,AT
B3,16,0,34100,FALSE,0,AT
B4,01,0,35100,FALSE,0,AT
B4,02,0,35200,FALSE,0,AT
B4,03,0,34800,FALSE,0,AT
B4,04,0,34400,FALSE,0,AT
B4,05,0,34400,FALSE,0,AT
B4,06,0,34500,FALSE,0,AT
B4,07,0,33900,FALSE,0,AT
B4,08,0,33900,FALSE,0,AT
B4,09,0,33900,FALSE,0,AT
B4,10,0,33500,FALSE,0,AT
B4,11,0,33800,FALSE,0,AT
B4,12,0,35100,FALSE,0,AT
B4,13,0,33900,FALSE,0,AT
B4,14,0,33300,FALSE,0,AT
B4,15,0,33300,FALSE,0,AT
B4,16,0,33500,FALSE,0,AT
C1,01,0,37700,FALSE,0,AT
C1,02,0,37000,FALSE,1,AT
C1,03,0,37300,FALSE,1,AT
C1,04,0,37500,FALSE,0,AT
C1,05,0,37200,FALSE,0,AT
C1,06,0,37200,FALSE,0,AT
C1,07,0,37400,FALSE,0,AT
C1,08,0,37600,FALSE,1,AT
C1,09,0,37500,FALSE,1,AT
C1,10,0,37200,FALSE,0,AT
C1,11,0,37900,FALSE,0,AT
C1,12,0,37800,FALSE,0,AT
C1,13,0,37700,FALSE,0,AT
C1,14,0,37600,FALSE,0,AT
C1,15,0,38000,FALSE,0,AT
C1,16,0,37000,FALSE,0,AT
C2,01,0,40500,FALSE,0,AT
C2,02,0,41200,FALSE,1,AT
C2,03,0,41500,FALSE,0,AT
C2,04,0,40500,FALSE,0,AT
C2,05,0,41400,FALSE,0,AT
C2,06,0,41100,FALSE,0,AT
C2,07,0,41100,FALSE,0,AT
C2,08,0,41000,FALSE,0,AT
C2,09,0,42300,FALSE,0,AT
C2,10,0,40500,FALSE,0,AT
C2,11,0,39400,FALSE,0,AT
C2,12,0,41300,FALSE,0,AT
C2,13,0,40600,FALSE,0,AT
C2,14,0,40400,FALSE,0,AT
C2,15,0,41500,FALSE,0,AT
C2,16,0,40300,FALSE,0,AT
D1,01,0,33500,FALSE,0,AT
D1,02,0,32700,FALSE,0,AT
D1,03,0,32800,FALSE,0,AT
D1,04,0,32500,FALSE,0,AT
D1,05,0,32100,FALSE,0,AT
D1,06,0,32100,FALSE,0,AT
D1,07,0,31500,FALSE,0,AT
D1,08,0,31500,FALSE,0,AT
D1,09,0,32100,FALSE,0,AT
D1,10,0,31900,FALSE,0,AT
D1,11,0,32500,FALSE,0,AT
D1,12,0,32100,FALSE,0,AT
D1,13,0,32400,FALSE,0,AT
D1,14,0,32100,FALSE,0,AT
D1,15,0,32800,FALSE,0,AT
D1,16,0,32100,FALSE,0,AT
D2,01,0,35500,FALSE,0,AT
D2,02,0,34400,FALSE,0,AT
D2,03,0,34300,FALSE,0,AT
D2,04,0,34100,FALSE,0,AT
D2,05,0,34100,FALSE,0,AT
D2,06,0,33900,FALSE,0,AT
D2,07,0,34900,FALSE,0,AT
D2,08,0,34500,FALSE,0,AT
D2,09,0,35100,FALSE,0,AT
D2,10,0,34200,FALSE,0,AT
D2,11,0,34300,FALSE,2,AT
D2,12,0,34300,FALSE,0,AT
D2,13,0,34500,FALSE,0,AT
D2,14,0,34000,FALSE,0,AT
D2,15,0,34400,FALSE,1,AT
D2,16,0,34700,FALSE,0,AT
